,ID Cliente,Abandono,Género,Adulto mayor,Con pareja,Dependientes,Antigüedad,Servicio Telefónico,Líneas Múltiples,Servicio de Internet,Seguridad Online,Copia de Seguridad Online,Protección Dispositivo,Soporte Técnico,Streaming TV,Streaming Películas,Tipo de contrato,Facturación Sin Papel,Método de Pago,Cargos Mensuales,Cargos Totales,Cargos Diarios,Numero de Servicios
3933,5376-DEQCP,Sí,Femenino,No,No,No,1,Sí,0,Fibra óptica,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,70.6,70.6,2.353333333333333,2
3934,5376-PCKNB,No,Masculino,No,Sí,Sí,72,Sí,1,Fibra óptica,0,1,1,0,1,1,Anual,Sí,Tarjeta de crédito (automático),104.45,7459.0,3.481666666666667,7
3935,5377-NDTOU,No,Femenino,No,Sí,Sí,71,Sí,1,DSL,1,1,1,1,1,1,Semestral,No,Cheque por correo,91.05,6293.75,3.0349999999999997,9
3936,5378-IKEEG,Sí,Femenino,No,No,No,1,No,Sin servicio telefónico,DSL,0,0,0,0,1,0,Mensual,Sí,Cheque electrónico,35.75,35.75,1.1916666666666667,2
3937,5380-AFSSK,Sí,Femenino,No,No,No,5,Sí,1,Fibra óptica,0,0,0,0,1,1,Mensual,Sí,Cheque por correo,93.9,486.85,3.1300000000000003,5
3938,5380-WJKOV,Sí,Masculino,No,No,No,34,Sí,1,Fibra óptica,0,1,1,0,1,1,Mensual,Sí,Cheque electrónico,106.35,3549.25,3.545,7
3939,5380-XPJNZ,No,Femenino,No,No,No,38,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,No,Cheque por correo,20.05,678.2,0.6683333333333333,1
3940,5382-SOYZL,No,Masculino,No,No,No,22,Sí,1,Fibra óptica,0,0,0,0,1,1,Mensual,Sí,Cheque electrónico,95.1,2162.6,3.17,5
3941,5382-TEMLV,No,Masculino,No,No,No,45,Sí,0,DSL,1,0,0,0,0,0,Mensual,Sí,Transferencia bancaria (automática),50.9,2298.55,1.6966666666666665,3
3942,5383-MMTWC,Sí,Femenino,Sí,Sí,No,8,Sí,1,Fibra óptica,0,0,0,0,0,1,Mensual,Sí,Cheque electrónico,84.0,613.4,2.8,4
3943,5384-ZTTWP,No,Femenino,No,Sí,Sí,15,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Cheque por correo,19.8,272.95,0.66,1
3944,5385-SUIRI,Sí,Masculino,Sí,Sí,No,52,Sí,1,Fibra óptica,1,0,1,0,1,1,Mensual,Sí,Cheque electrónico,104.2,5568.35,3.4733333333333336,7
3945,5386-THSLQ,No,Femenino,Sí,Sí,No,66,No,Sin servicio telefónico,DSL,0,1,1,0,1,0,Anual,No,Transferencia bancaria (automática),45.55,3027.25,1.5183333333333333,4
3946,5387-ASZNZ,No,Femenino,Sí,No,No,66,Sí,1,DSL,1,1,0,1,0,0,Anual,Sí,Tarjeta de crédito (automático),63.85,4174.35,2.1283333333333334,6
3947,5389-FFVKB,Sí,Masculino,Sí,Sí,No,32,Sí,0,Fibra óptica,0,0,0,0,0,1,Mensual,Sí,Tarjeta de crédito (automático),80.3,2483.05,2.6766666666666667,3
3948,5392-AKEMH,No,Femenino,No,No,No,12,Sí,0,DSL,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,45.05,523.1,1.5016666666666665,2
3949,5393-HJZSM,No,Femenino,No,Sí,Sí,32,Sí,0,DSL,1,1,1,1,0,1,Mensual,No,Transferencia bancaria (automática),76.3,2404.15,2.5433333333333334,7
3950,5393-RXQSZ,Sí,Masculino,No,No,No,1,Sí,0,Fibra óptica,0,0,0,0,0,1,Mensual,No,Cheque electrónico,79.6,79.6,2.6533333333333333,3
3951,5394-MEITZ,No,Femenino,No,Sí,Sí,60,Sí,0,DSL,0,1,1,1,1,1,Semestral,Sí,Transferencia bancaria (automática),80.6,4946.7,2.6866666666666665,7
3952,5394-SVGJV,Sí,Masculino,No,No,No,37,Sí,1,Fibra óptica,0,0,0,1,1,1,Mensual,No,Transferencia bancaria (automática),98.8,3475.55,3.2933333333333334,6
3953,5396-IZEPB,No,Masculino,No,No,No,9,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Tarjeta de crédito (automático),19.7,180.7,0.6566666666666666,1
3954,5397-NSKQG,No,Masculino,No,Sí,Sí,67,No,Sin servicio telefónico,DSL,1,0,0,0,1,1,Semestral,No,Tarjeta de crédito (automático),50.9,3281.65,1.6966666666666665,4
3955,5397-TUPSH,No,Masculino,Sí,Sí,No,65,Sí,0,Fibra óptica,0,0,0,0,0,0,Anual,Sí,Transferencia bancaria (automática),70.95,4555.2,2.365,2
3956,5399-ZIMKF,No,Masculino,No,No,No,5,Sí,0,Fibra óptica,0,1,0,0,0,0,Mensual,Sí,Cheque electrónico,74.65,383.65,2.4883333333333337,3
3957,5402-HTOTQ,No,Masculino,No,No,No,16,Sí,1,DSL,0,1,0,0,0,0,Mensual,No,Cheque electrónico,55.3,875.35,1.8433333333333333,4
3958,5404-GGUKR,No,Masculino,No,No,No,5,Sí,0,DSL,0,1,0,0,0,0,Mensual,Sí,Cheque electrónico,51.35,262.3,1.7116666666666667,3
3959,5405-ZMYXQ,No,Femenino,No,No,No,8,Sí,1,Fibra óptica,0,0,0,0,0,0,Mensual,Sí,Tarjeta de crédito (automático),74.6,548.9,2.4866666666666664,3
3960,5406-KGRMX,No,Femenino,No,No,No,71,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Cheque electrónico,24.55,1719.15,0.8183333333333334,2
3961,5414-OFQCB,No,Masculino,No,No,No,57,Sí,1,Fibra óptica,0,0,0,1,1,0,Semestral,Sí,Tarjeta de crédito (automático),90.45,5229.8,3.015,5
3962,5419-CONWX,Sí,Femenino,Sí,No,No,4,Sí,0,Fibra óptica,0,1,1,0,1,1,Mensual,Sí,Tarjeta de crédito (automático),99.8,442.85,3.3266666666666667,6
3963,5419-JKZNQ,No,Masculino,Sí,Sí,No,30,Sí,1,Fibra óptica,0,0,0,0,0,0,Mensual,No,Cheque por correo,77.9,2351.45,2.5966666666666667,3
3964,5419-JPRRN,Sí,Masculino,No,No,No,1,Sí,1,Fibra óptica,0,0,1,0,1,1,Mensual,Sí,Cheque electrónico,101.45,101.45,3.381666666666667,6
3965,5419-KLXBN,Sí,Femenino,No,Sí,Sí,25,Sí,0,Fibra óptica,0,1,1,0,1,0,Mensual,Sí,Transferencia bancaria (automática),89.15,2257.75,2.9716666666666667,5
3966,5423-BHIXO,No,Femenino,No,No,No,32,Sí,1,DSL,0,1,0,0,0,0,Mensual,Sí,Cheque electrónico,54.2,1739.6,1.8066666666666669,4
3967,5424-RLQLC,No,Masculino,No,No,No,10,Sí,0,DSL,0,1,0,0,1,0,Mensual,Sí,Cheque por correo,59.65,638.95,1.9883333333333333,4
3969,5429-LWCMV,No,Femenino,No,No,No,12,Sí,1,Fibra óptica,0,1,0,0,0,1,Mensual,Sí,Cheque electrónico,89.15,1057.55,2.9716666666666667,5
3970,5433-KYGHE,No,Femenino,No,No,Sí,14,Sí,1,Fibra óptica,1,0,0,1,0,0,Mensual,Sí,Cheque por correo,86.0,1164.05,2.8666666666666667,5
3971,5438-QMDDL,No,Femenino,No,Sí,No,19,Sí,0,DSL,0,1,0,0,0,1,Mensual,Sí,Cheque por correo,59.8,1130.85,1.9933333333333332,4
3972,5439-WIKXB,No,Masculino,Sí,Sí,No,41,Sí,0,Fibra óptica,0,1,0,0,1,1,Mensual,Sí,Cheque electrónico,94.55,3851.45,3.1516666666666664,5
3973,5440-FLBQG,Sí,Masculino,Sí,Sí,No,69,Sí,1,Fibra óptica,0,1,1,1,1,1,Semestral,Sí,Transferencia bancaria (automática),108.4,7318.2,3.6133333333333337,8
3974,5440-VHLUL,No,Masculino,No,No,No,69,Sí,1,Fibra óptica,0,1,0,1,1,1,Anual,Sí,Transferencia bancaria (automática),105.2,7386.05,3.506666666666667,7
3975,5442-BHQNG,No,Femenino,No,No,No,2,Sí,0,Fibra óptica,0,0,0,0,0,0,Mensual,No,Cheque electrónico,70.35,139.25,2.3449999999999998,2
3976,5442-BXVND,No,Femenino,No,Sí,Sí,33,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Transferencia bancaria (automática),24.25,838.5,0.8083333333333333,2
3977,5442-PPTJY,No,Masculino,No,Sí,Sí,12,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Cheque por correo,19.7,258.35,0.6566666666666666,1
3978,5442-UTCVD,Sí,Masculino,No,No,Sí,3,Sí,1,Fibra óptica,0,0,1,0,0,1,Mensual,No,Cheque electrónico,91.85,257.05,3.0616666666666665,5
3979,5442-XSDCW,Sí,Masculino,No,Sí,Sí,11,Sí,0,Fibra óptica,0,0,0,0,1,0,Mensual,Sí,Transferencia bancaria (automática),79.5,868.5,2.65,3
3980,5443-SCMKX,No,Femenino,No,Sí,No,58,Sí,1,Fibra óptica,0,1,1,0,0,1,Anual,Sí,Cheque electrónico,94.3,5610.15,3.143333333333333,6
3981,5445-GLVOT,No,Femenino,No,No,No,22,Sí,0,DSL,1,0,0,0,0,0,Mensual,Sí,Cheque electrónico,49.8,1049.05,1.66,3
3982,5445-PZWGX,Sí,Masculino,No,No,No,62,Sí,1,Fibra óptica,1,1,0,1,0,1,Anual,No,Cheque electrónico,102.0,6529.25,3.4,7
3983,5445-UTODQ,Sí,Femenino,No,Sí,No,7,Sí,0,Fibra óptica,0,0,0,0,1,0,Mensual,Sí,Cheque electrónico,81.1,576.65,2.703333333333333,3
3984,5446-DKWYW,No,Femenino,Sí,Sí,Sí,61,Sí,1,DSL,0,0,1,0,1,0,Anual,Sí,Cheque electrónico,65.2,3965.05,2.1733333333333333,5
3985,5447-VYTKW,No,Masculino,No,No,No,27,Sí,0,DSL,1,0,0,1,0,0,Mensual,No,Cheque por correo,53.45,1461.45,1.7816666666666667,4
3986,5447-WZAFP,No,Femenino,No,No,No,53,Sí,0,Fibra óptica,0,1,1,0,1,1,Anual,Sí,Cheque por correo,100.3,5200.8,3.3433333333333333,6
3987,5448-VWNAM,No,Femenino,No,No,Sí,19,Sí,1,DSL,1,1,0,1,1,0,Mensual,Sí,Cheque por correo,75.9,1375.6,2.5300000000000002,7
3988,5449-FIBXJ,Sí,Masculino,No,Sí,Sí,19,Sí,1,Fibra óptica,0,0,1,1,1,1,Mensual,No,Cheque electrónico,103.3,2012.7,3.4433333333333334,7
3989,5451-MHQOF,No,Masculino,No,Sí,Sí,56,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,Sí,Cheque por correo,24.45,1431.65,0.815,2
3990,5451-YHYPW,No,Femenino,Sí,Sí,No,72,Sí,1,Fibra óptica,1,1,1,1,1,1,Semestral,Sí,Tarjeta de crédito (automático),115.75,8443.7,3.8583333333333334,9
3991,5453-AXEPF,No,Masculino,No,Sí,No,17,Sí,1,Fibra óptica,0,1,0,0,0,0,Mensual,Sí,Transferencia bancaria (automática),80.5,1336.9,2.683333333333333,4
3992,5453-YBTWV,No,Masculino,No,Sí,Sí,70,Sí,0,Fibra óptica,1,1,1,1,1,0,Semestral,Sí,Tarjeta de crédito (automático),101.1,6994.8,3.3699999999999997,7
3993,5456-ITGIC,No,Masculino,Sí,Sí,No,72,No,Sin servicio telefónico,DSL,1,1,1,1,1,1,Semestral,Sí,Tarjeta de crédito (automático),64.45,4641.1,2.1483333333333334,7
3994,5457-COLHT,No,Masculino,No,Sí,Sí,69,Sí,0,DSL,1,1,0,1,1,1,Semestral,No,Transferencia bancaria (automática),80.65,5542.55,2.6883333333333335,7
3995,5458-CQJTA,Sí,Masculino,No,Sí,Sí,65,Sí,0,DSL,1,0,0,1,1,1,Semestral,Sí,Transferencia bancaria (automática),74.8,4820.15,2.493333333333333,6
3996,5461-QKNTN,No,Masculino,Sí,Sí,No,43,Sí,1,Fibra óptica,0,1,0,1,1,0,Mensual,Sí,Cheque electrónico,94.3,3953.15,3.143333333333333,6
3997,5465-BUBFA,No,Femenino,No,Sí,Sí,41,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Transferencia bancaria (automática),19.3,772.4,0.6433333333333333,1
3998,5468-BPMMO,No,Masculino,No,Sí,No,46,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Cheque electrónico,19.6,851.2,0.6533333333333334,1
3999,5469-CTCWN,Sí,Masculino,No,Sí,Sí,61,Sí,1,Fibra óptica,1,1,0,0,1,1,Anual,Sí,Cheque electrónico,106.0,6547.7,3.533333333333333,7
4000,5469-NUJUR,No,Masculino,No,No,No,19,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,Sí,Cheque por correo,19.95,373.5,0.6649999999999999,1
4001,5472-CVMDX,No,Femenino,No,No,No,68,No,Sin servicio telefónico,DSL,1,0,1,1,0,0,Semestral,No,Cheque por correo,38.9,2719.2,1.2966666666666666,4
4002,5473-KHBPS,No,Femenino,No,Sí,Sí,52,Sí,1,Fibra óptica,0,1,1,0,1,0,Anual,Sí,Tarjeta de crédito (automático),95.7,4976.15,3.19,6
4003,5474-LAMUQ,No,Masculino,No,Sí,No,24,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,No,Cheque por correo,20.1,533.9,0.67,1
4004,5478-JJVZK,No,Femenino,No,No,No,33,Sí,1,DSL,1,1,0,0,0,0,Mensual,Sí,Cheque por correo,60.9,2033.85,2.03,5
4005,5480-HPRRX,Sí,Femenino,Sí,No,No,3,No,Sin servicio telefónico,DSL,0,0,0,0,0,0,Mensual,No,Cheque electrónico,25.3,77.75,0.8433333333333334,1
4006,5480-TBGPH,Sí,Femenino,No,Sí,No,24,Sí,0,Fibra óptica,0,1,1,0,1,1,Mensual,Sí,Tarjeta de crédito (automático),99.3,2431.35,3.31,6
4007,5480-XTFFL,No,Femenino,No,Sí,Sí,31,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Cheque por correo,21.0,697.7,0.7,1
4008,5481-NTDOH,No,Femenino,Sí,Sí,No,67,Sí,1,Fibra óptica,1,0,1,0,1,1,Anual,Sí,Tarjeta de crédito (automático),107.05,7142.5,3.5683333333333334,7
4009,5482-NUPNA,Sí,Femenino,No,No,No,4,Sí,0,DSL,1,1,0,1,0,0,Mensual,Sí,Cheque por correo,60.4,272.15,2.013333333333333,5
4010,5482-PLVPE,Sí,Femenino,Sí,No,No,2,No,Sin servicio telefónico,DSL,0,0,0,0,0,0,Mensual,No,Cheque electrónico,24.35,41.85,0.8116666666666668,1
4011,5482-VXSXJ,No,Masculino,No,No,No,22,Sí,0,Fibra óptica,0,1,0,0,1,1,Mensual,Sí,Cheque por correo,93.2,2157.3,3.106666666666667,5
4012,5485-ITNPC,No,Masculino,No,Sí,No,66,Sí,0,DSL,1,1,1,1,1,1,Semestral,Sí,Transferencia bancaria (automática),85.9,5595.3,2.8633333333333337,8
4013,5485-WUYWF,Sí,Masculino,Sí,No,No,2,Sí,0,DSL,1,0,1,0,1,0,Mensual,No,Transferencia bancaria (automática),66.4,94.55,2.2133333333333334,5
4014,5493-SDRDQ,Sí,Masculino,No,No,No,2,Sí,0,DSL,1,0,1,0,0,0,Mensual,Sí,Cheque por correo,55.1,113.35,1.8366666666666667,4
4015,5494-HECPR,Sí,Femenino,No,No,No,1,Sí,0,Fibra óptica,0,0,0,0,1,0,Mensual,Sí,Cheque electrónico,80.25,80.25,2.675,3
4016,5494-WOZRZ,No,Femenino,No,Sí,Sí,71,Sí,0,DSL,1,0,1,1,1,1,Semestral,Sí,Tarjeta de crédito (automático),82.0,5999.85,2.7333333333333334,7
4017,5495-GPSRW,No,Masculino,No,No,No,20,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,Sí,Cheque por correo,19.7,419.4,0.6566666666666666,1
4018,5498-IBWPI,No,Femenino,No,Sí,Sí,66,Sí,0,DSL,0,0,0,1,0,0,Anual,Sí,Tarjeta de crédito (automático),49.4,3251.85,1.6466666666666667,3
4019,5498-TXHLF,Sí,Femenino,No,Sí,Sí,34,Sí,1,Fibra óptica,0,0,1,0,1,0,Mensual,No,Cheque electrónico,87.45,2874.15,2.915,5
4020,5499-ECUTN,No,Femenino,No,Sí,No,47,Sí,0,DSL,1,0,1,0,1,0,Anual,Sí,Tarjeta de crédito (automático),66.05,3021.45,2.2016666666666667,5
4022,5501-TVMGM,No,Masculino,No,No,No,1,Sí,0,DSL,0,0,0,0,0,1,Mensual,Sí,Cheque electrónico,55.25,55.25,1.8416666666666666,3
4023,5502-RLUYV,Sí,Femenino,No,Sí,Sí,69,Sí,1,Fibra óptica,0,1,1,0,1,1,Mensual,Sí,Cheque electrónico,103.95,7446.9,3.4650000000000003,7
4024,5504-WSIUR,No,Femenino,No,No,No,70,Sí,1,Fibra óptica,0,1,1,1,0,0,Anual,Sí,Transferencia bancaria (automática),90.25,6385.95,3.0083333333333333,6
4025,5505-OVWQW,No,Femenino,No,No,No,17,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,No,Cheque por correo,20.15,353.65,0.6716666666666666,1
4026,5510-BOIUJ,Sí,Masculino,No,No,Sí,1,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Cheque por correo,19.25,19.25,0.6416666666666667,1
4027,5512-IDZEI,No,Masculino,No,Sí,Sí,46,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,No,Cheque electrónico,24.9,1174.8,0.83,2
4028,5514-YQENT,No,Masculino,No,No,Sí,41,Sí,0,Fibra óptica,1,1,1,1,1,1,Semestral,Sí,Cheque electrónico,111.15,4507.15,3.705,8
4029,5515-AKOAJ,Sí,Femenino,No,No,No,54,Sí,1,Fibra óptica,0,0,0,1,1,1,Mensual,Sí,Cheque electrónico,100.1,5440.9,3.3366666666666664,6
4030,5515-IDEJJ,Sí,Masculino,No,Sí,Sí,1,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Cheque por correo,19.9,19.9,0.6633333333333333,1
4031,5515-RUGKN,No,Masculino,No,No,No,8,Sí,0,DSL,0,0,0,0,0,1,Mensual,Sí,Tarjeta de crédito (automático),54.75,438.05,1.825,3
4032,5519-NPHVG,Sí,Femenino,No,No,No,12,Sí,1,Fibra óptica,0,0,0,0,1,1,Mensual,Sí,Cheque electrónico,94.2,1046.1,3.14,5
4033,5519-TEEUH,No,Masculino,No,No,Sí,33,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,Sí,Cheque por correo,20.15,682.15,0.6716666666666666,1
4034,5519-YLDGW,Sí,Femenino,No,Sí,No,21,Sí,1,Fibra óptica,1,0,1,0,1,1,Mensual,Sí,Cheque electrónico,103.9,2254.2,3.4633333333333334,7
4035,5520-FVEWJ,Sí,Femenino,No,Sí,Sí,12,Sí,1,Fibra óptica,0,1,1,0,0,0,Mensual,Sí,Cheque electrónico,84.5,916.9,2.816666666666667,5
4036,5522-JBWMO,No,Masculino,No,No,Sí,1,Sí,0,DSL,0,0,0,0,0,0,Mensual,No,Cheque electrónico,44.0,44.0,1.4666666666666666,2
4037,5522-NYKPB,No,Masculino,No,Sí,Sí,25,Sí,0,Fibra óptica,0,0,0,1,1,0,Mensual,No,Cheque electrónico,85.9,2199.05,2.8633333333333337,4
4038,5524-KHNJP,No,Masculino,No,Sí,Sí,33,Sí,0,DSL,1,0,1,0,1,1,Anual,No,Tarjeta de crédito (automático),74.75,2453.3,2.4916666666666667,6
4039,5527-ACHSO,No,Femenino,No,No,No,11,Sí,0,DSL,0,0,0,1,1,1,Mensual,No,Cheque por correo,70.5,829.3,2.35,5
4040,5529-GIBVH,No,Femenino,No,No,No,47,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Cheque por correo,20.15,1046.2,0.6716666666666666,1
4041,5533-NHFRF,No,Masculino,Sí,No,No,7,No,Sin servicio telefónico,DSL,0,1,0,1,0,1,Mensual,Sí,Cheque electrónico,44.4,265.8,1.48,4
4042,5533-RJFTJ,No,Masculino,No,No,No,49,No,Sin servicio telefónico,DSL,0,0,1,0,0,0,Mensual,Sí,Transferencia bancaria (automática),30.2,1453.1,1.0066666666666666,2
4043,5536-RTPWK,Sí,Masculino,No,Sí,No,49,Sí,1,Fibra óptica,0,1,0,0,1,1,Mensual,Sí,Transferencia bancaria (automática),99.05,4853.75,3.3016666666666667,6
4044,5536-SLHPM,Sí,Femenino,No,Sí,No,55,Sí,1,Fibra óptica,0,0,1,0,0,0,Mensual,Sí,Cheque electrónico,77.75,4458.15,2.591666666666667,4
4045,5537-UXXVS,No,Femenino,No,Sí,No,20,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Transferencia bancaria (automática),19.25,375.25,0.6416666666666667,1
4046,5539-HIVAK,No,Femenino,Sí,Sí,No,28,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Cheque por correo,25.7,734.6,0.8566666666666667,2
4047,5539-TMZLF,Sí,Masculino,Sí,No,No,1,Sí,0,Fibra óptica,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,69.75,69.75,2.325,2
4048,5542-DHSXL,No,Femenino,No,Sí,No,4,Sí,0,DSL,1,1,0,0,0,0,Mensual,No,Cheque por correo,54.7,235.05,1.8233333333333335,4
4049,5542-NKVRU,No,Femenino,No,No,No,42,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,Sí,Transferencia bancaria (automática),20.75,844.45,0.6916666666666667,1
4050,5542-TBBWB,No,Masculino,No,No,No,1,Sí,0,Fibra óptica,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,69.9,69.9,2.33,2
4051,5543-QDCRY,No,Masculino,No,No,No,4,Sí,0,DSL,0,0,0,0,1,0,Mensual,Sí,Cheque electrónico,56.4,234.85,1.88,3
4052,5546-BYZSM,No,Femenino,No,No,No,41,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Cheque electrónico,20.45,775.6,0.6816666666666666,1
4053,5546-QUERU,No,Masculino,No,No,No,13,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,Sí,Cheque por correo,19.95,257.0,0.6649999999999999,1
4054,5549-ZGHFB,No,Masculino,No,Sí,Sí,50,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Cheque por correo,24.95,1261.45,0.8316666666666667,2
4055,5550-VFRLC,Sí,Femenino,Sí,No,No,1,Sí,0,Fibra óptica,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,69.85,69.85,2.328333333333333,2
4056,5552-ZNFSJ,Sí,Masculino,No,No,No,1,Sí,0,DSL,0,0,0,0,0,0,Mensual,No,Cheque electrónico,45.3,45.3,1.51,2
4057,5553-AOINX,No,Femenino,Sí,Sí,Sí,66,Sí,1,Fibra óptica,0,1,1,0,1,1,Anual,Sí,Cheque electrónico,104.9,6891.45,3.496666666666667,7
4058,5555-RNPGT,No,Masculino,No,No,Sí,10,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Tarjeta de crédito (automático),24.8,223.9,0.8266666666666667,2
4059,5561-NWEVX,Sí,Femenino,Sí,Sí,No,2,Sí,1,Fibra óptica,0,0,1,0,0,0,Mensual,No,Cheque electrónico,79.2,172.85,2.64,4
4060,5562-BETPV,No,Masculino,No,Sí,Sí,1,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,No,Cheque por correo,19.65,19.65,0.6549999999999999,1
4061,5562-YJQGT,No,Femenino,No,No,No,2,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Tarjeta de crédito (automático),20.35,35.1,0.6783333333333333,1
4062,5564-NEMQO,Sí,Femenino,Sí,No,No,1,Sí,0,Fibra óptica,0,0,1,0,0,0,Mensual,Sí,Transferencia bancaria (automática),75.3,75.3,2.51,3
4063,5565-FILXA,Sí,Femenino,Sí,No,No,16,Sí,1,Fibra óptica,0,0,0,0,1,1,Mensual,Sí,Cheque electrónico,96.15,1529.2,3.205,5
4064,5566-SOEZD,No,Masculino,No,Sí,Sí,27,Sí,0,Fibra óptica,1,1,0,0,0,0,Anual,Sí,Tarjeta de crédito (automático),80.65,2209.75,2.6883333333333335,4
4065,5567-GZKQY,No,Masculino,No,No,No,58,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Tarjeta de crédito (automático),20.3,1131.5,0.6766666666666666,1
4066,5567-WSELE,Sí,Masculino,Sí,Sí,No,3,Sí,1,Fibra óptica,0,0,0,0,1,1,Mensual,Sí,Cheque electrónico,94.6,279.55,3.1533333333333333,5
4067,5568-DMXZS,No,Femenino,No,No,No,8,Sí,0,DSL,0,1,0,1,1,0,Mensual,Sí,Cheque electrónico,65.45,554.45,2.1816666666666666,5
4068,5569-IDSEY,No,Masculino,No,Sí,No,71,Sí,1,Fibra óptica,0,1,1,0,1,1,Anual,Sí,Transferencia bancaria (automática),105.7,7472.15,3.5233333333333334,7
4069,5569-KGJHX,Sí,Femenino,No,Sí,Sí,9,Sí,1,Fibra óptica,0,0,0,0,1,0,Mensual,Sí,Transferencia bancaria (automática),85.35,754.65,2.8449999999999998,4
